ID,Name,Latitude,Longitude,Glottocode,Name_and_ID_in_source,xd_id,alt_names_by_society,main_focal_year,HRAF_name_ID,HRAF_ID,origLat,origLong,comment,glottocode_comment,region
WNAI63,Northern Pomo,39.6,-123.3,nort2966,Northern Pomo (J63),xd1115,,,Pomo (NS18),NS18,39.6,123.3,Original,,Southwestern U.S.A.
WNAI64,Eastern Pomo,39,-123,east2545,Eastern Pomo (J64),xd1116,Clear Lake Pomo; Eastern Pomo,,Pomo (NS18),NS18,39,123,Original,,Southwestern U.S.A.
WNAI65,Southern Pomo,38.5,-123,sout2984,Southern Pomo (J65),xd1117,Southern Pomo,,Pomo (NS18),NS18,38.5,123,Original,,Southwestern U.S.A.
WNAI66,Wappo,38.7,-123,wapp1239,Wappo Yukian (J66),xd1119,Wappo Yukian,,,,38.7,123,Original,,Southwestern U.S.A.
WNAI67,Patwin,38.7,-122,patw1250,Patwin Wintun (J67),xd1121,Southern Wintun; Patwin Wintun,,,,38.7,122,Original,,Southwestern U.S.A.
WNAI68,Northern Miwok,38.5,-121,nort2968,Northern Miwok (J68),xd1420,,,,,38.5,121,Original,,Southwestern U.S.A.
WNAI69,Central Sierra Miwok,38,-120,cent2140,Central Miwok (J69),xd1136,Central Sierra Miwok; Miwok,,,,38,120,Original,,Southwestern U.S.A.
WNAI70,Southern Miwok,37.5,-119.5,sout2985,Southern Miwok (J70),xd1421,,,,,37.5,119.5,Original,,Southwestern U.S.A.
WNAI71,North Fork Mono,37.5,-119,mono1275,San Joaquin Mono (Uto-Aztecan) (J71),xd993,North Fork Mono; Northfork Mono; Mono-North Fork Paiute; Norfolk Mono; Western Mono; San Joaquin Mono (Uto-Aztecan),,,,37.5,119,Original,,Southwestern U.S.A.
WNAI72,Kings River Western Mono,36.7,-119,mono1275,Kings River Mono (Uto-Aztecan) (J72),xd1122,Monachi; Western Mono; Monache; Kings River Mono (Uto-Aztecan),,,,36.7,119,Original,,Southwestern U.S.A.
WNAI73,Northern Foothills Yokuts,37.2,-119.8,nort2937,Chuckchansi Yokuts (J73),xd1129,Northern Foothill Yokuts; Chuckchansi Yokuts,,Yokuts (NS29),NS29,37.2,119.8,Original,,Southwestern U.S.A.
WNAI74,Kings River Yokuts,36.8,-119.4,sout2955,Kings River Yokuts (J74),xd1436,Central Foothill Yokuts,,Yokuts (NS29),NS29,36.8,119.4,Original,,Southwestern U.S.A.
WNAI75,Wukchumni,36.4,-119.1,tule1245,Kaweah Yokuts (J75),xd1124,Kawi'a; Kaweah; Kaweah Yokuts; Central Foothills Yokuts,,Yokuts (NS29),NS29,36.4,119.1,Original,,Southwestern U.S.A.
WNAI76,Southern Valley Yokuts (Lake),36.2,-120,vall1251,Lake Yokuts (J76),xd1123,Lake Yokuts; Tachi Yokuts; Chunut Yokuts,,Yokuts (NS29),NS29,36.2,120,Original,,Southwestern U.S.A.
WNAI77,Southern Valley Yokuts (Yauelmani),35.3,-118.8,vall1251,Yauelmani Yokuts (J77),xd1123,Yowlumne; Yawelmani; Southern Valley Yokuts,,Yokuts (NS29),NS29,35.3,118.8,Original,,Southwestern U.S.A.
WNAI78,Tübalulabal,36,-118.2,tuba1278,Tubatulabal (J78),xd1118,Tubatulabal,,Tubatulabal (NS22),NS22,36,118.2,Original,,Southwestern U.S.A.
WNAI79,Kawaiisu,35.5,-118.5,kawa1283,Kawaiisu (J79),xd1126,Kawaiisu Shoshoni,,,,35.5,118.5,Original,,Southwestern U.S.A.
WNAI80,Salinan,35,-120,sali1253,Salinan (J80),xd1125,,,,,35,120,Original,,Southwestern U.S.A.
WNAI81,Tongva,34.8,-118,tong1329,Gabrielino (J81),xd1128,Gabrielo; Gabrielino; Gabrieleno,,,,34.8,118,Original,,Southwestern U.S.A.
WNAI82,Luiseño,33.3,-117.3,luis1253,Luiseno (J82),xd1133,Payómkawichum; Luiseno,,,,33.3,117.3,Original,,Southwestern U.S.A.
WNAI83,Cupeño,33.2,-116.7,cupe1243,Cupeno (J83),xd1132,Kuupangaxwichem; Cupeno,,,,33.2,116.7,Original,,Southwestern U.S.A.
WNAI84,Serrano,34.2,-117,serr1255,Serrano (J84),xd1130,,,,,34.2,117,Original,,Southwestern U.S.A.
WNAI85,Cahuilla (Desert),33.5,-116.2,cahu1264,Desert Cahuilla (J85),xd1131,Desert Cahuilla,,,,33.5,116.2,Original,"Note, three Cahuilla Dialects (Mountain, Pass, Desert) are recognized by some, but Glottolog does not list any dialects",Southwestern U.S.A.
WNAI86,Cahuilla (Pass),33.8,-116.7,cahu1264,Pass Cahuilla (J86),xd1439,Pass Cahuilla,,,,33.8,116.7,Original,"Note, three Cahuilla Dialects (Mountain, Pass, Desert) are recognized by some, but Glottolog does not list any dialects",Southwestern U.S.A.
WNAI87,Cahuilla (Mountain),33.3,-116.5,cahu1264,Mountain Cahuilla (J87),xd1440,Mountain Cahuilla,,,,33.3,116.5,Original,"Note, three Cahuilla Dialects (Mountain, Pass, Desert) are recognized by some, but Glottolog does not list any dialects",Southwestern U.S.A.
WNAI88,Kumeyaay (Mountain Diegueno),33,-117,kumi1248,Mountain Diegueno (J88),xd1437,Eastern Ipai; Northern Kumeyaay,,,,33,117,Original,"Note 8Feb2018: Glottocode updated from ipai1239 to kumi1248; Previously ipai1239, updated to  ipai1240 by @kirbykat 27 April 2017",Southwestern U.S.A.
WNAI89,Kumeyaay (Western Diegueno),32.7,-117.1,kumi1248,Western Diegueno (J89),xd1137,Western Ipai and Western Tipai; Southern Kumeyaay,,,,32.7,117.1,Original,"Note, previously tipa1240 but changed by non-KK DPLACE editor in early 2016 (before 8April2016)",Southwestern U.S.A.
WNAI90,Kumeyaay (Desert Diegueno),32.7,-116,kumi1248,Desert Diegueno (J90),xd1137,Tipai; Central and Southern Kumeyaay,,,,32.7,116,Original,"Note, previously tipa1240 but changed by non-KK DPLACE editor in early 2016 (before 8April2016)",Southwestern U.S.A.
